               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  40,            0.034022,            0.074149,           0.0090102,             0.41002,             0.84087,             0.54817,             0.38977,            0.031817,             0.11712,            0.010644,           0.0099871,           0.0099871,           0.0099871
                  41,            0.034582,            0.074437,           0.0087376,             0.41169,              0.8252,             0.53157,             0.41469,            0.028622,             0.11511,           0.0092496,           0.0099868,           0.0099868,           0.0099868
                  42,            0.033933,            0.072663,            0.008454,             0.44462,             0.82194,             0.59076,              0.4589,            0.029349,             0.10963,           0.0088126,           0.0099865,           0.0099865,           0.0099865
                  43,            0.032315,            0.073133,           0.0082376,             0.40571,             0.79533,              0.5004,             0.39062,            0.028485,             0.11666,           0.0093011,           0.0099861,           0.0099861,           0.0099861
                  44,            0.033534,            0.072665,           0.0081917,             0.39973,             0.85639,             0.52882,             0.40613,            0.028917,             0.11492,           0.0090773,           0.0099858,           0.0099858,           0.0099858
                  45,            0.033726,            0.072365,           0.0081072,             0.43699,             0.83971,             0.52267,             0.39344,            0.029451,              0.1105,            0.010785,           0.0099855,           0.0099855,           0.0099855
                  46,            0.032738,            0.073734,           0.0081605,             0.35373,             0.78445,             0.58046,             0.44747,            0.029187,             0.11772,            0.012633,           0.0099851,           0.0099851,           0.0099851
                  47,             0.03309,            0.071691,           0.0080263,             0.39673,             0.81752,             0.59925,              0.4813,            0.029541,             0.11803,           0.0094237,           0.0099848,           0.0099848,           0.0099848
                  48,            0.032812,            0.072001,           0.0077378,             0.38935,             0.81727,             0.52422,             0.42223,            0.029757,             0.12095,           0.0095423,           0.0099845,           0.0099845,           0.0099845
                  49,            0.033659,            0.072592,           0.0077682,             0.43257,              0.7826,             0.55264,             0.42185,            0.028687,             0.11844,           0.0088917,           0.0099842,           0.0099842,           0.0099842
                  50,            0.032528,            0.071869,           0.0075207,             0.46712,             0.78469,             0.60584,             0.47386,            0.029552,             0.11497,           0.0082942,           0.0099838,           0.0099838,           0.0099838
                  51,            0.032591,            0.070869,           0.0075617,             0.43027,             0.78657,              0.5241,             0.42348,             0.02804,             0.11279,            0.010689,           0.0099835,           0.0099835,           0.0099835
                  52,            0.032751,            0.070097,           0.0076121,             0.44052,             0.78976,              0.5327,             0.40914,            0.028531,             0.11946,           0.0086948,           0.0099832,           0.0099832,           0.0099832
                  53,            0.032399,            0.070628,           0.0074747,             0.45058,             0.81004,             0.47281,             0.37806,            0.027036,             0.11544,           0.0084488,           0.0099828,           0.0099828,           0.0099828
                  54,            0.032045,            0.069476,            0.007301,             0.43563,             0.81943,             0.56074,             0.44603,              0.0262,             0.11115,           0.0078185,           0.0099825,           0.0099825,           0.0099825
                  55,            0.032158,            0.069473,           0.0072279,             0.41528,             0.79333,             0.51038,             0.42651,            0.027227,             0.11998,            0.011003,           0.0099822,           0.0099822,           0.0099822
                  56,            0.031652,            0.068343,           0.0068618,             0.39998,             0.84251,             0.51748,             0.42756,            0.027151,             0.11624,           0.0087267,           0.0099819,           0.0099819,           0.0099819
                  57,             0.03269,            0.070862,            0.007155,             0.43357,             0.86448,             0.54169,             0.44567,            0.026699,             0.11498,           0.0080096,           0.0099815,           0.0099815,           0.0099815
                  58,            0.031837,            0.069326,           0.0069311,             0.41245,             0.80087,             0.52964,             0.42508,            0.028552,             0.12096,           0.0097765,           0.0099812,           0.0099812,           0.0099812
                  59,            0.031477,            0.070414,           0.0069223,             0.42902,             0.81727,             0.48051,             0.38498,            0.027881,             0.12534,            0.010172,           0.0099809,           0.0099809,           0.0099809
                  60,            0.032506,            0.067908,            0.007202,             0.40105,              0.7796,             0.47027,             0.37033,            0.027659,             0.12449,           0.0087819,           0.0099805,           0.0099805,           0.0099805
                  61,            0.030857,             0.06836,           0.0069968,             0.44497,             0.75866,             0.53638,             0.43119,            0.027999,             0.12548,           0.0075557,           0.0099802,           0.0099802,           0.0099802
                  62,            0.031954,            0.070561,           0.0068377,             0.42793,             0.80982,             0.55214,             0.42698,            0.027433,             0.11988,           0.0082607,           0.0099799,           0.0099799,           0.0099799
                  63,            0.031775,             0.06846,           0.0069122,             0.44303,             0.80894,              0.5606,             0.43393,            0.027265,             0.11396,           0.0099251,           0.0099795,           0.0099795,           0.0099795
                  64,            0.031502,            0.067976,           0.0065961,             0.41187,             0.78867,             0.53842,             0.42002,            0.028525,              0.1245,           0.0094074,           0.0099792,           0.0099792,           0.0099792
                  65,            0.031747,            0.067915,           0.0068045,              0.4385,              0.7994,             0.53319,             0.43468,            0.026517,             0.11556,           0.0082698,           0.0099789,           0.0099789,           0.0099789
                  66,            0.030858,            0.067378,           0.0066636,             0.45558,             0.82357,             0.54838,             0.43455,            0.027016,             0.11661,           0.0079732,           0.0099786,           0.0099786,           0.0099786
                  67,            0.031532,            0.068173,           0.0067302,             0.43997,             0.85748,              0.5522,             0.42106,            0.027665,             0.11754,            0.008404,           0.0099782,           0.0099782,           0.0099782
                  68,            0.030929,            0.066833,           0.0066051,             0.46157,             0.78786,             0.51598,              0.3941,            0.029001,             0.11768,           0.0073739,           0.0099779,           0.0099779,           0.0099779
                  69,            0.030832,             0.06731,           0.0066567,             0.43957,             0.78159,              0.5702,             0.43441,            0.028237,             0.12127,           0.0079104,           0.0099776,           0.0099776,           0.0099776
                  70,            0.030292,            0.066712,           0.0066599,             0.42875,             0.83807,             0.54188,             0.41952,            0.028519,             0.11762,           0.0069763,           0.0099772,           0.0099772,           0.0099772
                  71,            0.030348,            0.066119,           0.0067179,             0.43141,             0.75533,             0.55202,             0.44714,              0.0269,             0.12433,           0.0084039,           0.0099769,           0.0099769,           0.0099769
                  72,            0.030901,            0.067743,           0.0065483,             0.45002,             0.78861,             0.50375,             0.40788,             0.02715,             0.12006,           0.0078552,           0.0099766,           0.0099766,           0.0099766
                  73,            0.031513,            0.068006,           0.0065992,             0.45424,             0.78462,             0.53929,             0.43525,            0.026665,             0.10825,           0.0081253,           0.0099762,           0.0099762,           0.0099762
                  74,            0.030585,            0.065575,           0.0064778,             0.44637,             0.77011,             0.57871,             0.48386,            0.024902,              0.1141,            0.008267,           0.0099759,           0.0099759,           0.0099759
                  75,            0.030547,            0.066752,           0.0063487,             0.41823,             0.81359,             0.50048,             0.39311,            0.025783,             0.11824,           0.0087995,           0.0099756,           0.0099756,           0.0099756
                  76,            0.030663,            0.065839,           0.0064852,             0.44455,             0.80096,             0.53825,             0.42527,             0.02694,             0.11589,           0.0082292,           0.0099753,           0.0099753,           0.0099753
                  77,            0.029853,            0.065274,            0.006273,             0.44794,             0.81177,             0.53008,             0.41775,            0.027121,             0.12191,           0.0088466,           0.0099749,           0.0099749,           0.0099749
                  78,            0.030405,            0.066587,           0.0063224,             0.44263,              0.8027,             0.47865,             0.38115,            0.026624,             0.11931,           0.0077574,           0.0099746,           0.0099746,           0.0099746
                  79,            0.030375,             0.06681,           0.0063319,             0.45548,             0.77513,             0.58508,             0.46827,            0.025334,             0.11608,           0.0084795,           0.0099743,           0.0099743,           0.0099743
                  80,            0.030277,            0.065747,           0.0062856,             0.44792,             0.79317,             0.48705,             0.39066,            0.027144,             0.12017,           0.0084179,           0.0099739,           0.0099739,           0.0099739
                  81,            0.030244,            0.067178,           0.0062767,             0.43337,             0.80909,              0.5367,             0.43271,             0.02671,             0.12032,           0.0079054,           0.0099736,           0.0099736,           0.0099736
                  82,             0.03003,            0.065277,            0.006053,             0.45544,              0.8384,             0.62494,             0.51065,            0.025332,             0.11722,           0.0067604,           0.0099733,           0.0099733,           0.0099733
                  83,            0.030402,             0.06648,           0.0063859,             0.45037,             0.80785,             0.56767,             0.44933,            0.025619,              0.1196,            0.007303,           0.0099729,           0.0099729,           0.0099729
                  84,            0.030174,            0.066531,           0.0061745,             0.45498,             0.84663,             0.55513,             0.44966,            0.027072,             0.11771,           0.0073307,           0.0099726,           0.0099726,           0.0099726
                  85,            0.030586,            0.064415,            0.006133,             0.44807,             0.82541,             0.54452,             0.43924,            0.026957,             0.11987,           0.0085995,           0.0099723,           0.0099723,           0.0099723
                  86,              0.0297,            0.064917,           0.0059407,             0.46095,             0.82272,             0.49746,             0.39649,            0.026658,             0.12038,           0.0081329,            0.009972,            0.009972,            0.009972
                  87,            0.030402,            0.065065,           0.0059615,             0.44781,             0.76724,             0.56345,             0.45558,             0.02552,             0.11916,           0.0086999,           0.0099716,           0.0099716,           0.0099716
                  88,            0.029845,            0.064811,            0.006083,             0.41542,             0.81882,             0.53205,             0.40789,            0.026537,             0.12909,            0.008263,           0.0099713,           0.0099713,           0.0099713
                  89,            0.029975,            0.063239,           0.0060222,             0.44435,             0.81409,             0.47287,              0.3773,            0.026961,             0.12262,             0.00745,            0.009971,            0.009971,            0.009971
                  90,            0.029882,             0.06564,           0.0061713,              0.4656,             0.79343,             0.55363,             0.44114,             0.02709,             0.11367,           0.0072072,           0.0099706,           0.0099706,           0.0099706
                  91,            0.029886,            0.064041,           0.0060843,              0.4529,             0.80973,             0.55774,             0.44655,            0.026409,             0.12035,           0.0076989,           0.0099703,           0.0099703,           0.0099703
                  92,            0.029697,            0.065218,           0.0061046,             0.44647,             0.81688,             0.60601,             0.49883,            0.025758,             0.11785,            0.006571,             0.00997,             0.00997,             0.00997
                  93,             0.03001,             0.06352,           0.0057126,             0.42032,             0.82731,             0.56966,             0.44879,            0.026742,              0.1305,           0.0074309,           0.0099696,           0.0099696,           0.0099696
                  94,            0.029348,            0.064756,           0.0059319,             0.45725,             0.79509,             0.50035,             0.39686,            0.027295,             0.12508,           0.0080873,           0.0099693,           0.0099693,           0.0099693
                  95,            0.029566,            0.063844,           0.0057937,             0.45422,             0.76099,             0.50674,             0.41016,            0.026608,             0.12366,           0.0087237,            0.009969,            0.009969,            0.009969
                  96,            0.030137,            0.064007,           0.0059649,             0.45014,             0.78685,             0.49836,              0.4066,            0.026352,             0.12208,           0.0080189,           0.0099687,           0.0099687,           0.0099687
                  97,            0.029517,            0.064126,           0.0058398,             0.45643,             0.78575,             0.54421,             0.44897,            0.025413,             0.12637,           0.0071178,           0.0099683,           0.0099683,           0.0099683
                  98,            0.029539,            0.063592,           0.0055754,             0.44272,             0.82041,             0.53993,             0.41623,            0.026155,             0.13142,           0.0074808,            0.009968,            0.009968,            0.009968
                  99,             0.03022,            0.063352,           0.0057822,             0.45097,             0.80751,             0.47773,              0.3978,            0.025972,             0.11733,           0.0074906,           0.0099677,           0.0099677,           0.0099677
                 100,            0.028752,            0.061494,           0.0056931,              0.4605,             0.79329,             0.50479,             0.40866,            0.025618,             0.12277,           0.0076428,           0.0099673,           0.0099673,           0.0099673
                 101,            0.028856,            0.063191,           0.0055811,             0.44265,             0.84046,             0.54008,              0.4371,            0.026842,             0.11965,           0.0067442,            0.009967,            0.009967,            0.009967
                 102,             0.02946,            0.063508,           0.0056965,             0.44958,             0.81073,             0.53538,             0.41876,            0.026963,             0.12275,           0.0071646,           0.0099667,           0.0099667,           0.0099667
                 103,            0.028966,             0.06179,           0.0055296,             0.49602,             0.70408,             0.53171,             0.41331,            0.026509,              0.1289,            0.009182,           0.0099663,           0.0099663,           0.0099663
                 104,            0.028751,             0.06203,           0.0055801,              0.4522,             0.79695,              0.5535,             0.44487,            0.027118,             0.12961,           0.0076013,            0.009966,            0.009966,            0.009966
                 105,            0.029239,            0.064503,           0.0057024,             0.44376,             0.79044,             0.57894,             0.46395,            0.026447,             0.12573,           0.0077187,           0.0099657,           0.0099657,           0.0099657
                 106,            0.028623,             0.06228,           0.0056511,              0.4426,             0.79864,             0.53144,              0.4429,            0.026736,             0.12657,           0.0079141,           0.0099654,           0.0099654,           0.0099654
                 107,            0.028556,            0.060142,           0.0054145,             0.43494,             0.78623,             0.51922,             0.42879,            0.026377,              0.1269,           0.0087759,            0.009965,            0.009965,            0.009965
                 108,            0.028345,            0.062325,           0.0056609,             0.47256,             0.78557,             0.55224,             0.43396,            0.025666,             0.12555,           0.0073562,           0.0099647,           0.0099647,           0.0099647
                 109,            0.029144,            0.062444,           0.0057177,             0.43832,             0.83039,             0.58587,             0.48288,            0.025371,             0.12628,           0.0070202,           0.0099644,           0.0099644,           0.0099644
                 110,            0.028647,            0.061217,           0.0055348,             0.47443,             0.78541,             0.59359,             0.47714,            0.025769,             0.12561,           0.0063887,            0.009964,            0.009964,            0.009964
                 111,            0.028941,            0.062454,           0.0055087,              0.4455,             0.80989,             0.55659,             0.43941,            0.026918,             0.12547,           0.0081715,           0.0099637,           0.0099637,           0.0099637
                 112,            0.028371,            0.060497,           0.0055786,             0.46958,             0.79669,             0.46658,             0.37147,            0.026975,             0.11935,            0.007456,           0.0099634,           0.0099634,           0.0099634
                 113,            0.029501,            0.063651,           0.0056944,             0.43572,             0.83646,             0.52247,             0.42757,            0.026203,             0.12375,            0.006949,            0.009963,            0.009963,            0.009963
                 114,            0.029357,            0.063222,           0.0054707,             0.46468,             0.82041,             0.60184,             0.47502,            0.025137,             0.12549,            0.007717,           0.0099627,           0.0099627,           0.0099627
                 115,            0.029143,            0.062571,           0.0055774,             0.43761,             0.79755,             0.59596,             0.49792,            0.025545,             0.12522,           0.0091345,           0.0099624,           0.0099624,           0.0099624
                 116,            0.028543,             0.06107,           0.0056022,             0.45308,             0.84663,             0.60764,             0.48268,            0.024828,             0.12278,           0.0075967,           0.0099621,           0.0099621,           0.0099621
                 117,            0.028942,             0.06114,           0.0054947,             0.43808,             0.81347,             0.57777,             0.47918,            0.025965,              0.1322,           0.0075204,           0.0099617,           0.0099617,           0.0099617
                 118,            0.028501,            0.060502,           0.0054158,             0.44598,             0.84797,             0.60393,             0.47741,            0.025389,             0.12357,           0.0087323,           0.0099614,           0.0099614,           0.0099614
                 119,            0.028566,            0.061863,           0.0053827,             0.45155,             0.80194,             0.59026,              0.4563,            0.025262,             0.12421,           0.0071049,           0.0099611,           0.0099611,           0.0099611
                 120,            0.029417,            0.062777,           0.0054618,             0.44239,             0.78015,             0.52185,              0.4208,            0.024868,             0.13183,           0.0078602,           0.0099607,           0.0099607,           0.0099607
                 121,            0.028621,            0.060699,           0.0053819,             0.45766,             0.81365,             0.50842,             0.39532,            0.025497,             0.12392,           0.0075003,           0.0099604,           0.0099604,           0.0099604
                 122,             0.02914,            0.063862,           0.0056384,              0.4789,             0.80706,             0.55508,             0.44931,            0.026254,             0.12762,           0.0076836,           0.0099601,           0.0099601,           0.0099601
                 123,            0.028868,            0.062274,           0.0053433,             0.45673,             0.80107,             0.55977,             0.44769,            0.025955,             0.12734,           0.0066466,           0.0099597,           0.0099597,           0.0099597
                 124,            0.028774,            0.062156,           0.0053379,              0.4722,             0.79212,             0.56269,             0.46069,            0.025441,             0.11651,           0.0071292,           0.0099594,           0.0099594,           0.0099594
                 125,            0.028605,            0.060896,           0.0053889,             0.42445,             0.85734,             0.50753,             0.40932,            0.026074,              0.1204,            0.007696,           0.0099591,           0.0099591,           0.0099591
                 126,            0.028327,            0.060711,            0.005522,             0.48272,             0.80571,             0.59508,             0.48899,            0.026153,             0.13084,           0.0079565,           0.0099588,           0.0099588,           0.0099588
                 127,            0.028267,            0.061632,           0.0053323,             0.46921,             0.80981,             0.62073,             0.51821,            0.025158,             0.12496,           0.0074451,           0.0099584,           0.0099584,           0.0099584
                 128,            0.028326,            0.060423,            0.005182,             0.44924,              0.8104,             0.50677,             0.40941,            0.025219,             0.12378,           0.0073113,           0.0099581,           0.0099581,           0.0099581
                 129,            0.028433,            0.061022,           0.0055706,             0.47352,             0.77119,             0.56929,             0.47693,            0.025701,              0.1238,            0.007484,           0.0099578,           0.0099578,           0.0099578
                 130,            0.029119,            0.062027,           0.0052807,              0.4441,             0.84008,             0.59748,              0.4858,            0.024348,             0.12142,           0.0067349,           0.0099574,           0.0099574,           0.0099574
                 131,            0.027922,            0.061405,           0.0053895,             0.44587,             0.84154,              0.5149,              0.4215,            0.025038,             0.12344,           0.0076038,           0.0099571,           0.0099571,           0.0099571
                 132,            0.029066,            0.061741,           0.0052542,             0.44395,             0.82472,             0.59556,             0.48283,            0.024314,                0.12,           0.0069164,           0.0099568,           0.0099568,           0.0099568
                 133,            0.028544,            0.060005,           0.0052797,             0.43436,             0.81329,             0.55763,             0.45029,            0.024861,             0.12498,           0.0077947,           0.0099564,           0.0099564,           0.0099564
                 134,            0.028227,            0.059657,           0.0051961,             0.46378,             0.82274,             0.52611,             0.41106,            0.025496,             0.12569,           0.0066294,           0.0099561,           0.0099561,           0.0099561
                 135,            0.028348,            0.059845,           0.0053455,             0.45304,             0.80468,             0.55406,             0.44915,             0.02499,             0.13023,           0.0074384,           0.0099558,           0.0099558,           0.0099558
                 136,            0.028348,            0.059252,           0.0053018,             0.43873,             0.82351,             0.55888,             0.44787,            0.024717,             0.12686,           0.0072676,           0.0099555,           0.0099555,           0.0099555
                 137,            0.028446,            0.060591,            0.005141,              0.4351,             0.80972,             0.54538,             0.44621,            0.024715,             0.13239,           0.0078007,           0.0099551,           0.0099551,           0.0099551
                 138,            0.028131,            0.060797,           0.0052816,             0.45899,             0.85021,             0.58496,             0.45623,            0.025584,             0.13477,           0.0068915,           0.0099548,           0.0099548,           0.0099548
                 139,             0.02809,            0.060335,           0.0049713,             0.42447,             0.86468,             0.62524,             0.46783,            0.026628,             0.13834,           0.0073879,           0.0099545,           0.0099545,           0.0099545
                 140,            0.028447,            0.061761,           0.0051789,             0.42306,             0.82819,             0.49724,             0.38929,            0.026265,             0.14138,           0.0077658,           0.0099541,           0.0099541,           0.0099541
                 141,             0.02838,            0.060731,           0.0053838,              0.4467,             0.84681,             0.56454,             0.44003,            0.025012,              0.1286,           0.0074886,           0.0099538,           0.0099538,           0.0099538
                 142,            0.027693,            0.058912,           0.0053681,             0.43271,             0.83141,             0.55571,             0.44539,            0.024016,             0.12888,           0.0069845,           0.0099535,           0.0099535,           0.0099535
                 143,            0.027489,            0.059766,            0.005092,             0.41753,             0.81246,             0.55073,             0.44101,             0.02532,             0.13172,           0.0084749,           0.0099531,           0.0099531,           0.0099531
                 144,            0.027972,            0.058134,           0.0051192,             0.44168,             0.79008,             0.58327,             0.47248,            0.025531,             0.12836,           0.0069572,           0.0099528,           0.0099528,           0.0099528
                 145,            0.028477,            0.060841,           0.0051136,             0.42933,             0.81767,             0.48812,             0.38831,            0.025785,             0.12856,           0.0066517,           0.0099525,           0.0099525,           0.0099525
                 146,            0.027946,            0.060914,           0.0050865,             0.41905,             0.83282,             0.58991,             0.47004,            0.025386,             0.13383,           0.0076747,           0.0099521,           0.0099521,           0.0099521
                 147,            0.027465,            0.059467,           0.0049189,             0.42498,             0.84527,             0.61935,             0.49715,            0.024852,             0.12702,           0.0079393,           0.0099518,           0.0099518,           0.0099518
                 148,            0.027782,            0.060316,           0.0050705,             0.42569,             0.77943,             0.53982,             0.43998,            0.024603,             0.12968,           0.0079902,           0.0099515,           0.0099515,           0.0099515
                 149,            0.028317,            0.059957,            0.005053,             0.44788,             0.84223,             0.53727,             0.42569,            0.024724,             0.12543,           0.0076036,           0.0099512,           0.0099512,           0.0099512
                 150,            0.027647,            0.060127,           0.0052081,             0.44495,             0.83383,             0.52843,             0.41932,            0.025799,              0.1308,           0.0074917,           0.0099508,           0.0099508,           0.0099508
                 151,            0.028423,            0.060842,           0.0051893,             0.44548,             0.80902,             0.58827,             0.47646,            0.025656,              0.1258,           0.0079597,           0.0099505,           0.0099505,           0.0099505
                 152,            0.027926,            0.058833,           0.0049604,             0.43935,             0.83282,             0.49165,             0.39203,            0.026219,             0.13007,           0.0079297,           0.0099502,           0.0099502,           0.0099502
                 153,            0.028445,            0.061392,           0.0049319,             0.44189,             0.82248,             0.50665,             0.40067,            0.025999,             0.13306,           0.0076599,           0.0099498,           0.0099498,           0.0099498
                 154,            0.028042,            0.059447,           0.0051819,             0.42915,              0.8594,             0.55254,             0.44511,            0.025481,             0.12468,           0.0076998,           0.0099495,           0.0099495,           0.0099495
                 155,            0.027922,            0.059809,           0.0050079,             0.46481,             0.81211,             0.61887,             0.50808,            0.024594,             0.12856,           0.0071466,           0.0099492,           0.0099492,           0.0099492
                 156,            0.027542,             0.06006,           0.0050623,             0.44845,             0.82451,             0.59174,             0.47963,            0.025782,             0.12652,           0.0080689,           0.0099489,           0.0099489,           0.0099489
                 157,            0.027665,            0.058619,           0.0051545,             0.41194,             0.83282,             0.53172,             0.42984,            0.025457,             0.13204,           0.0064042,           0.0099485,           0.0099485,           0.0099485
                 158,            0.027146,            0.058907,           0.0049127,             0.44685,             0.84588,             0.54761,             0.44066,            0.024235,             0.13015,           0.0070507,           0.0099482,           0.0099482,           0.0099482
