               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 250,            0.043426,            0.044785,            0.031145,             0.76841,             0.36915,             0.36666,              0.1865,            0.036429,            0.032307,            0.029535,           0.0091783,           0.0091783,           0.0091783
                 251,            0.045846,            0.045364,            0.031544,             0.77736,             0.37989,             0.37344,             0.21419,            0.036942,            0.031269,            0.029546,            0.009175,            0.009175,            0.009175
                 252,            0.037763,            0.032344,            0.031731,             0.77736,             0.37989,             0.37344,             0.21419,            0.036942,            0.031269,            0.029546,           0.0091717,           0.0091717,           0.0091717
                 253,            0.040438,            0.046923,            0.031206,             0.77156,             0.37664,             0.36586,             0.21384,            0.035277,            0.031636,            0.029653,           0.0091684,           0.0091684,           0.0091684
                 254,            0.041914,            0.038316,            0.028926,             0.77156,             0.37664,             0.36586,             0.21384,            0.035277,            0.031636,            0.029653,           0.0091651,           0.0091651,           0.0091651
                 255,            0.042192,            0.041365,            0.029298,             0.78893,             0.37728,             0.38272,             0.23531,            0.035369,            0.030984,            0.029487,           0.0091618,           0.0091618,           0.0091618
                 256,            0.035703,            0.048038,              0.0317,             0.78893,             0.37728,             0.38272,             0.23531,            0.035369,            0.030984,            0.029487,           0.0091585,           0.0091585,           0.0091585
                 257,            0.040169,            0.045314,            0.028522,             0.81513,             0.37179,             0.42376,             0.26626,            0.030433,            0.030354,            0.029203,           0.0091552,           0.0091552,           0.0091552
                 258,            0.039686,            0.035726,            0.029198,             0.81513,             0.37179,             0.42376,             0.26626,            0.030433,            0.030354,            0.029203,           0.0091519,           0.0091519,           0.0091519
                 259,            0.039174,            0.034912,            0.031449,             0.79023,             0.38107,             0.44693,             0.26946,            0.035533,            0.030559,            0.028886,           0.0091486,           0.0091486,           0.0091486
                 260,            0.044539,            0.040879,            0.036215,             0.79023,             0.38107,             0.44693,             0.26946,            0.035533,            0.030559,            0.028886,           0.0091453,           0.0091453,           0.0091453
                 261,            0.040031,            0.038676,            0.029813,             0.80842,             0.36213,             0.41096,             0.19279,            0.039271,            0.032157,            0.028679,            0.009142,            0.009142,            0.009142
                 262,            0.042591,            0.037765,            0.027682,             0.80842,             0.36213,             0.41096,             0.19279,            0.039271,            0.032157,            0.028679,           0.0091387,           0.0091387,           0.0091387
                 263,            0.042746,            0.033083,            0.034833,             0.79577,             0.38993,             0.44419,             0.21763,            0.037967,            0.031954,            0.028838,           0.0091354,           0.0091354,           0.0091354
                 264,            0.043381,            0.047116,            0.032738,             0.79577,             0.38993,             0.44419,             0.21763,            0.037967,            0.031954,            0.028838,           0.0091321,           0.0091321,           0.0091321
                 265,            0.041042,            0.042174,            0.027681,             0.75914,             0.38263,             0.43815,             0.21564,            0.039307,            0.032292,            0.028855,           0.0091288,           0.0091288,           0.0091288
                 266,             0.04344,            0.034866,            0.037277,             0.75914,             0.38263,             0.43815,             0.21564,            0.039307,            0.032292,            0.028855,           0.0091255,           0.0091255,           0.0091255
                 267,            0.041465,            0.032653,            0.029765,             0.79729,             0.39273,             0.45639,             0.25219,            0.032155,            0.031446,            0.028467,           0.0091222,           0.0091222,           0.0091222
                 268,            0.036645,            0.049938,            0.025149,             0.79729,             0.39273,             0.45639,             0.25219,            0.032155,            0.031446,            0.028467,           0.0091189,           0.0091189,           0.0091189
                 269,            0.035879,             0.03851,            0.027936,             0.73895,             0.38704,             0.44481,             0.24841,            0.034238,            0.031846,            0.028327,           0.0091156,           0.0091156,           0.0091156
                 270,            0.035989,             0.02564,            0.036091,             0.73895,             0.38704,             0.44481,             0.24841,            0.034238,            0.031846,            0.028327,           0.0091123,           0.0091123,           0.0091123
                 271,            0.041143,            0.041719,            0.026741,             0.78689,             0.40421,                0.46,             0.27375,            0.033286,            0.030284,            0.028295,            0.009109,            0.009109,            0.009109
                 272,            0.040767,            0.043329,             0.03136,             0.78689,             0.40421,                0.46,             0.27375,            0.033286,            0.030284,            0.028295,           0.0091057,           0.0091057,           0.0091057
                 273,             0.04244,            0.036174,            0.026975,             0.76337,             0.36363,             0.43116,             0.20136,            0.034429,            0.031645,            0.028317,           0.0091024,           0.0091024,           0.0091024
                 274,            0.044352,            0.047335,            0.034979,             0.76337,             0.36363,             0.43116,             0.20136,            0.034429,            0.031645,            0.028317,           0.0090991,           0.0090991,           0.0090991
                 275,            0.038367,            0.032172,            0.032355,             0.75745,             0.37753,             0.45437,             0.26375,            0.033985,            0.030759,            0.028165,           0.0090958,           0.0090958,           0.0090958
                 276,             0.04069,            0.038954,            0.028889,             0.75745,             0.37753,             0.45437,             0.26375,            0.033985,            0.030759,            0.028165,           0.0090925,           0.0090925,           0.0090925
                 277,            0.040599,            0.035621,            0.027854,             0.69588,             0.32098,             0.37331,             0.15596,            0.038083,            0.033679,            0.028692,           0.0090892,           0.0090892,           0.0090892
                 278,             0.04076,            0.031972,            0.029063,             0.69588,             0.32098,             0.37331,             0.15596,            0.038083,            0.033679,            0.028692,           0.0090859,           0.0090859,           0.0090859
                 279,            0.041471,            0.033455,            0.032228,             0.80219,             0.36412,             0.44883,             0.28302,            0.033722,            0.030333,            0.027738,           0.0090826,           0.0090826,           0.0090826
                 280,            0.039269,            0.045217,            0.029409,             0.80219,             0.36412,             0.44883,             0.28302,            0.033722,            0.030333,            0.027738,           0.0090793,           0.0090793,           0.0090793
                 281,            0.037252,            0.030195,            0.034971,             0.80039,             0.36932,             0.43026,              0.2622,            0.029498,            0.030171,            0.027594,            0.009076,            0.009076,            0.009076
                 282,            0.036683,            0.034468,            0.032684,             0.80039,             0.36932,             0.43026,              0.2622,            0.029498,            0.030171,            0.027594,           0.0090727,           0.0090727,           0.0090727
                 283,            0.035877,            0.042087,             0.02644,             0.79131,             0.38434,              0.4194,              0.2492,            0.035791,            0.030328,            0.026996,           0.0090694,           0.0090694,           0.0090694
                 284,            0.048901,            0.040259,             0.02658,             0.79131,             0.38434,              0.4194,              0.2492,            0.035791,            0.030328,            0.026996,           0.0090661,           0.0090661,           0.0090661
                 285,            0.040067,            0.034731,            0.029823,             0.80299,             0.38403,              0.4254,              0.2436,            0.034498,            0.030098,            0.026809,           0.0090628,           0.0090628,           0.0090628
                 286,            0.041681,            0.031876,            0.038001,             0.80299,             0.38403,              0.4254,              0.2436,            0.034498,            0.030098,            0.026809,           0.0090595,           0.0090595,           0.0090595
                 287,            0.038264,            0.029784,            0.031096,             0.84207,             0.39326,             0.44703,             0.27406,            0.029908,            0.029457,            0.026649,           0.0090562,           0.0090562,           0.0090562
                 288,            0.038083,            0.044125,            0.027184,             0.84207,             0.39326,             0.44703,             0.27406,            0.029908,            0.029457,            0.026649,           0.0090529,           0.0090529,           0.0090529
                 289,            0.040488,            0.038694,            0.029898,             0.78305,             0.41672,             0.43491,             0.23031,            0.034111,            0.030798,            0.026452,           0.0090496,           0.0090496,           0.0090496
                 290,            0.031386,            0.039921,            0.028127,             0.78305,             0.41672,             0.43491,             0.23031,            0.034111,            0.030798,            0.026452,           0.0090463,           0.0090463,           0.0090463
                 291,            0.040505,            0.037477,            0.030363,             0.83039,             0.42121,             0.45443,             0.22426,            0.035037,            0.030937,            0.026471,            0.009043,            0.009043,            0.009043
                 292,            0.041294,            0.044154,            0.031115,             0.83039,             0.42121,             0.45443,             0.22426,            0.035037,            0.030937,            0.026471,           0.0090397,           0.0090397,           0.0090397
                 293,            0.042132,            0.048883,            0.032596,             0.81211,             0.39957,             0.48508,             0.31049,            0.030069,            0.029888,            0.026604,           0.0090364,           0.0090364,           0.0090364
                 294,            0.034097,            0.031271,             0.03188,             0.81211,             0.39957,             0.48508,             0.31049,            0.030069,            0.029888,            0.026604,           0.0090331,           0.0090331,           0.0090331
                 295,            0.034643,            0.030855,            0.027176,             0.82022,             0.41364,             0.46839,             0.22869,            0.034769,            0.031235,             0.02656,           0.0090298,           0.0090298,           0.0090298
                 296,            0.040223,            0.037754,            0.029616,             0.82022,             0.41364,             0.46839,             0.22869,            0.034769,            0.031235,             0.02656,           0.0090265,           0.0090265,           0.0090265
                 297,            0.035786,            0.037912,            0.032558,              0.8194,             0.39152,             0.47316,             0.30311,            0.030138,            0.029605,            0.026385,           0.0090232,           0.0090232,           0.0090232
                 298,            0.038516,             0.03439,            0.033396,              0.8194,             0.39152,             0.47316,             0.30311,            0.030138,            0.029605,            0.026385,           0.0090199,           0.0090199,           0.0090199
                 299,            0.035248,            0.038428,            0.028659,             0.79666,             0.39309,               0.477,             0.25133,            0.032229,            0.030634,              0.0263,           0.0090166,           0.0090166,           0.0090166
                 300,            0.038177,            0.030517,            0.035013,             0.79666,             0.39309,               0.477,             0.25133,            0.032229,            0.030634,              0.0263,           0.0090133,           0.0090133,           0.0090133
                 301,            0.037714,            0.038187,            0.026886,             0.80748,             0.38321,             0.48692,             0.29548,            0.032563,            0.030629,            0.026093,             0.00901,             0.00901,             0.00901
                 302,            0.038348,            0.035812,            0.031741,             0.80748,             0.38321,             0.48692,             0.29548,            0.032563,            0.030629,            0.026093,           0.0090067,           0.0090067,           0.0090067
                 303,            0.040671,            0.038946,            0.028413,             0.82688,             0.38334,             0.48601,             0.26413,            0.032434,            0.030514,            0.025953,           0.0090034,           0.0090034,           0.0090034
                 304,            0.043175,            0.034517,            0.027271,             0.82688,             0.38334,             0.48601,             0.26413,            0.032434,            0.030514,            0.025953,           0.0090001,           0.0090001,           0.0090001
                 305,            0.044055,            0.048419,             0.02322,             0.81698,             0.38396,             0.48162,              0.2725,            0.036818,            0.031993,            0.025833,           0.0089968,           0.0089968,           0.0089968
                 306,            0.039598,            0.033377,            0.031138,             0.81698,             0.38396,             0.48162,              0.2725,            0.036818,            0.031993,            0.025833,           0.0089935,           0.0089935,           0.0089935
                 307,            0.040392,            0.029582,            0.030936,             0.84001,             0.39208,             0.49049,             0.30413,            0.034134,            0.030671,            0.025574,           0.0089902,           0.0089902,           0.0089902
                 308,             0.04164,            0.037122,            0.032985,             0.84001,             0.39208,             0.49049,             0.30413,            0.034134,            0.030671,            0.025574,           0.0089869,           0.0089869,           0.0089869
                 309,            0.042887,            0.044481,            0.030549,             0.83653,             0.40045,             0.49823,             0.30209,            0.029285,            0.029863,            0.025514,           0.0089836,           0.0089836,           0.0089836
                 310,            0.033394,            0.035777,            0.025945,             0.83653,             0.40045,             0.49823,             0.30209,            0.029285,            0.029863,            0.025514,           0.0089803,           0.0089803,           0.0089803
                 311,            0.030127,            0.043563,            0.022233,              0.8302,             0.41031,             0.49669,             0.30884,            0.033971,              0.0306,              0.0253,            0.008977,            0.008977,            0.008977
                 312,            0.038962,            0.032931,            0.026922,              0.8302,             0.41031,             0.49669,             0.30884,            0.033971,              0.0306,              0.0253,           0.0089737,           0.0089737,           0.0089737
                 313,             0.03841,            0.033778,            0.029925,             0.85487,             0.39669,             0.49965,             0.25055,            0.031925,            0.030256,            0.025233,           0.0089704,           0.0089704,           0.0089704
                 314,            0.038537,            0.034616,            0.028801,             0.85487,             0.39669,             0.49965,             0.25055,            0.031925,            0.030256,            0.025233,           0.0089671,           0.0089671,           0.0089671
                 315,            0.039132,            0.033693,            0.031414,             0.81715,              0.3936,             0.43925,             0.17914,            0.039552,            0.035081,             0.02515,           0.0089638,           0.0089638,           0.0089638
                 316,            0.045164,             0.03601,            0.030387,             0.81715,              0.3936,             0.43925,             0.17914,            0.039552,            0.035081,             0.02515,           0.0089605,           0.0089605,           0.0089605
                 317,            0.047032,            0.041297,            0.026466,             0.78642,             0.37053,             0.44215,             0.26249,            0.038575,            0.032746,            0.025468,           0.0089572,           0.0089572,           0.0089572
                 318,            0.045557,             0.03912,            0.028614,             0.78642,             0.37053,             0.44215,             0.26249,            0.038575,            0.032746,            0.025468,           0.0089539,           0.0089539,           0.0089539
                 319,            0.048374,            0.038095,            0.024688,              0.8342,             0.39487,             0.47244,             0.28122,            0.034296,            0.031012,            0.025109,           0.0089506,           0.0089506,           0.0089506
                 320,            0.040797,             0.04336,            0.024392,              0.8342,             0.39487,             0.47244,             0.28122,            0.034296,            0.031012,            0.025109,           0.0089473,           0.0089473,           0.0089473
                 321,            0.041761,            0.046133,            0.028482,             0.85181,             0.39024,             0.48529,             0.30601,            0.031211,            0.031249,            0.025085,            0.008944,            0.008944,            0.008944
                 322,            0.035365,            0.034227,            0.028151,             0.85181,             0.39024,             0.48529,             0.30601,            0.031211,            0.031249,            0.025085,           0.0089407,           0.0089407,           0.0089407
                 323,            0.035538,            0.039475,            0.026291,             0.82094,              0.3928,             0.43159,             0.23118,            0.034568,            0.031301,            0.024903,           0.0089374,           0.0089374,           0.0089374
                 324,            0.038656,            0.032671,             0.02653,             0.82094,              0.3928,             0.43159,             0.23118,            0.034568,            0.031301,            0.024903,           0.0089341,           0.0089341,           0.0089341
                 325,             0.03953,            0.033049,            0.027892,             0.85106,             0.40527,             0.48959,             0.28753,            0.033391,            0.030665,            0.024636,           0.0089308,           0.0089308,           0.0089308
                 326,            0.039451,            0.031119,            0.026801,             0.85106,             0.40527,             0.48959,             0.28753,            0.033391,            0.030665,            0.024636,           0.0089275,           0.0089275,           0.0089275
                 327,            0.039115,            0.037828,            0.025686,             0.86843,             0.39777,             0.49556,             0.31352,            0.029187,            0.030172,            0.024549,           0.0089242,           0.0089242,           0.0089242
                 328,            0.038103,            0.043689,            0.027079,             0.86843,             0.39777,             0.49556,             0.31352,            0.029187,            0.030172,            0.024549,           0.0089209,           0.0089209,           0.0089209
                 329,            0.034734,            0.028085,             0.03157,             0.88604,             0.41307,             0.51216,             0.31724,            0.031981,            0.030492,            0.024377,           0.0089176,           0.0089176,           0.0089176
                 330,            0.036245,            0.041795,            0.030385,             0.88604,             0.41307,             0.51216,             0.31724,            0.031981,            0.030492,            0.024377,           0.0089143,           0.0089143,           0.0089143
                 331,            0.036361,            0.039027,            0.028333,             0.87116,             0.39047,             0.50803,             0.27077,            0.032393,            0.030747,            0.024435,            0.008911,            0.008911,            0.008911
                 332,            0.043785,            0.036427,             0.03436,             0.87116,             0.39047,             0.50803,             0.27077,            0.032393,            0.030747,            0.024435,           0.0089077,           0.0089077,           0.0089077
                 333,            0.040202,            0.040357,            0.030102,             0.87641,             0.40573,             0.51236,              0.2312,            0.042149,            0.031842,             0.02418,           0.0089044,           0.0089044,           0.0089044
                 334,            0.046422,            0.033809,             0.02749,             0.87641,             0.40573,             0.51236,              0.2312,            0.042149,            0.031842,             0.02418,           0.0089011,           0.0089011,           0.0089011
                 335,            0.047233,            0.032869,            0.023791,             0.79972,             0.37987,             0.48576,             0.28196,            0.033252,            0.031642,            0.025042,           0.0088978,           0.0088978,           0.0088978
                 336,            0.039251,            0.039951,             0.02879,             0.79972,             0.37987,             0.48576,             0.28196,            0.033252,            0.031642,            0.025042,           0.0088945,           0.0088945,           0.0088945
                 337,            0.042592,            0.040261,            0.028216,             0.83764,             0.37284,             0.49354,             0.33782,            0.029601,            0.030339,            0.025213,           0.0088912,           0.0088912,           0.0088912
                 338,            0.032326,            0.031892,            0.027699,             0.83764,             0.37284,             0.49354,             0.33782,            0.029601,            0.030339,            0.025213,           0.0088879,           0.0088879,           0.0088879
                 339,            0.034338,             0.03207,            0.027112,             0.82949,             0.39533,             0.51001,             0.34983,            0.027232,            0.029039,            0.025276,           0.0088846,           0.0088846,           0.0088846
                 340,            0.030952,            0.033304,            0.026388,             0.82949,             0.39533,             0.51001,             0.34983,            0.027232,            0.029039,            0.025276,           0.0088813,           0.0088813,           0.0088813
                 341,            0.031358,            0.035957,            0.027083,             0.84013,             0.40648,             0.52076,             0.31991,            0.031648,            0.029153,            0.024407,            0.008878,            0.008878,            0.008878
                 342,            0.038433,            0.037901,            0.026183,             0.84013,             0.40648,             0.52076,             0.31991,            0.031648,            0.029153,            0.024407,           0.0088747,           0.0088747,           0.0088747
                 343,            0.034037,            0.037302,            0.025169,             0.82173,             0.40468,             0.52679,             0.29893,            0.030987,            0.030033,            0.024007,           0.0088714,           0.0088714,           0.0088714
                 344,            0.038799,            0.039601,            0.023665,             0.82173,             0.40468,             0.52679,             0.29893,            0.030987,            0.030033,            0.024007,           0.0088681,           0.0088681,           0.0088681
                 345,            0.036681,            0.038725,            0.025027,             0.83663,             0.40832,             0.53983,             0.30675,            0.030143,            0.029966,            0.023789,           0.0088648,           0.0088648,           0.0088648
                 346,             0.03631,            0.040439,            0.026089,             0.83663,             0.40832,             0.53983,             0.30675,            0.030143,            0.029966,            0.023789,           0.0088615,           0.0088615,           0.0088615
                 347,            0.040279,            0.032015,            0.033499,             0.83391,              0.4038,             0.52287,             0.27998,            0.034275,            0.029831,            0.023508,           0.0088582,           0.0088582,           0.0088582
                 348,            0.042021,            0.035897,            0.029684,             0.83391,              0.4038,             0.52287,             0.27998,            0.034275,            0.029831,            0.023508,           0.0088549,           0.0088549,           0.0088549
                 349,            0.041345,            0.042821,            0.026257,             0.84521,             0.42191,             0.54026,             0.30161,            0.031306,            0.029492,            0.023461,           0.0088516,           0.0088516,           0.0088516
                 350,            0.035779,            0.037111,            0.031223,             0.84521,             0.42191,             0.54026,             0.30161,            0.031306,            0.029492,            0.023461,           0.0088483,           0.0088483,           0.0088483
                 351,            0.037795,            0.039957,            0.024323,             0.81745,             0.42393,             0.53422,             0.32205,            0.029191,            0.028846,            0.023402,            0.008845,            0.008845,            0.008845
                 352,            0.033023,            0.030399,            0.023692,             0.81745,             0.42393,             0.53422,             0.32205,            0.029191,            0.028846,            0.023402,           0.0088417,           0.0088417,           0.0088417
                 353,            0.032453,             0.02999,            0.027616,             0.85757,             0.41546,             0.54054,             0.31363,             0.03227,            0.029375,            0.023358,           0.0088384,           0.0088384,           0.0088384
                 354,            0.037484,            0.043266,            0.024935,             0.85757,             0.41546,             0.54054,             0.31363,             0.03227,            0.029375,            0.023358,           0.0088351,           0.0088351,           0.0088351
                 355,            0.033674,            0.031798,            0.025826,             0.84166,             0.40762,             0.51321,              0.2743,            0.030942,            0.029814,            0.023262,           0.0088318,           0.0088318,           0.0088318
                 356,            0.040071,            0.033753,            0.029691,             0.84166,             0.40762,             0.51321,              0.2743,            0.030942,            0.029814,            0.023262,           0.0088285,           0.0088285,           0.0088285
                 357,            0.037068,            0.041563,            0.025999,             0.85507,             0.39955,             0.52448,             0.28174,            0.034794,            0.030659,             0.02306,           0.0088252,           0.0088252,           0.0088252
                 358,            0.040577,            0.034839,            0.024524,             0.85507,             0.39955,             0.52448,             0.28174,            0.034794,            0.030659,             0.02306,           0.0088219,           0.0088219,           0.0088219
                 359,            0.044649,            0.040705,            0.020772,             0.83773,             0.37698,             0.52802,             0.28243,            0.034243,            0.030637,            0.023319,           0.0088186,           0.0088186,           0.0088186
                 360,            0.041369,            0.036241,             0.02922,             0.83773,             0.37698,             0.52802,             0.28243,            0.034243,            0.030637,            0.023319,           0.0088153,           0.0088153,           0.0088153
                 361,            0.041676,            0.041125,            0.022152,             0.86113,             0.39444,             0.52993,             0.34163,            0.028594,            0.028767,            0.022942,            0.008812,            0.008812,            0.008812
                 362,            0.033564,             0.03455,            0.023234,             0.86113,             0.39444,             0.52993,             0.34163,            0.028594,            0.028767,            0.022942,           0.0088087,           0.0088087,           0.0088087
                 363,            0.032761,            0.029986,            0.025851,             0.84032,             0.39718,             0.52821,             0.30477,            0.031655,             0.02932,            0.022876,           0.0088054,           0.0088054,           0.0088054
                 364,            0.039787,            0.039716,            0.024778,             0.84032,             0.39718,             0.52821,             0.30477,            0.031655,             0.02932,            0.022876,           0.0088021,           0.0088021,           0.0088021
                 365,            0.040208,            0.038058,            0.027568,             0.86571,             0.38859,             0.54351,             0.28078,            0.032493,            0.029545,            0.022763,           0.0087988,           0.0087988,           0.0087988
                 366,            0.039798,            0.040961,            0.026489,             0.86571,             0.38859,             0.54351,             0.28078,            0.032493,            0.029545,            0.022763,           0.0087955,           0.0087955,           0.0087955
                 367,            0.035327,            0.049188,            0.022245,             0.86416,             0.39371,             0.54286,             0.32367,            0.031017,            0.029208,            0.022788,           0.0087922,           0.0087922,           0.0087922
                 368,            0.038946,            0.040358,            0.025793,             0.86416,             0.39371,             0.54286,             0.32367,            0.031017,            0.029208,            0.022788,           0.0087889,           0.0087889,           0.0087889
                 369,            0.037795,            0.034076,            0.023438,             0.88956,             0.39261,             0.55831,             0.35287,            0.029852,            0.028404,            0.022659,           0.0087856,           0.0087856,           0.0087856
                 370,            0.034771,            0.036643,            0.023476,             0.88956,             0.39261,             0.55831,             0.35287,            0.029852,            0.028404,            0.022659,           0.0087823,           0.0087823,           0.0087823
                 371,            0.031315,            0.030767,            0.027196,              0.8991,             0.39704,             0.56855,             0.34801,            0.027915,            0.028612,            0.022484,            0.008779,            0.008779,            0.008779
                 372,             0.03609,            0.030428,            0.028182,              0.8991,             0.39704,             0.56855,             0.34801,            0.027915,            0.028612,            0.022484,           0.0087757,           0.0087757,           0.0087757
                 373,            0.035167,            0.036605,            0.024319,             0.89221,             0.40802,             0.57771,              0.2965,            0.035049,             0.03064,            0.022363,           0.0087724,           0.0087724,           0.0087724
                 374,            0.043737,            0.038619,            0.021899,             0.89221,             0.40802,             0.57771,              0.2965,            0.035049,             0.03064,            0.022363,           0.0087691,           0.0087691,           0.0087691
                 375,            0.039864,             0.04251,            0.026543,             0.89943,             0.39376,             0.56998,              0.3238,            0.028542,            0.029734,            0.022281,           0.0087658,           0.0087658,           0.0087658
                 376,            0.037847,            0.034418,            0.023228,             0.89943,             0.39376,             0.56998,              0.3238,            0.028542,            0.029734,            0.022281,           0.0087625,           0.0087625,           0.0087625
                 377,            0.040714,            0.033467,            0.022649,             0.88877,             0.41596,             0.58517,             0.31667,            0.036439,            0.030076,            0.022369,           0.0087592,           0.0087592,           0.0087592
                 378,            0.044455,            0.042696,            0.022767,             0.88877,             0.41596,             0.58517,             0.31667,            0.036439,            0.030076,            0.022369,           0.0087559,           0.0087559,           0.0087559
                 379,            0.043552,            0.036644,            0.027025,             0.88492,              0.3947,             0.55351,             0.29275,            0.032865,            0.030953,            0.022143,           0.0087526,           0.0087526,           0.0087526
                 380,            0.039172,            0.032793,            0.026332,             0.88492,              0.3947,             0.55351,             0.29275,            0.032865,            0.030953,            0.022143,           0.0087493,           0.0087493,           0.0087493
                 381,             0.04165,            0.038463,            0.022634,             0.91079,             0.40388,              0.5681,             0.32887,             0.03377,            0.029403,            0.022137,            0.008746,            0.008746,            0.008746
                 382,            0.040372,            0.036878,            0.022932,             0.91079,             0.40388,              0.5681,             0.32887,             0.03377,            0.029403,            0.022137,           0.0087427,           0.0087427,           0.0087427
                 383,            0.035678,            0.028948,            0.026226,             0.92963,             0.40661,             0.58534,             0.39988,            0.026318,            0.028476,            0.022042,           0.0087394,           0.0087394,           0.0087394
                 384,            0.033887,            0.035734,            0.025361,             0.92963,             0.40661,             0.58534,             0.39988,            0.026318,            0.028476,            0.022042,           0.0087361,           0.0087361,           0.0087361
                 385,            0.031987,            0.035832,            0.025009,             0.90681,             0.41446,             0.58882,             0.35225,            0.027926,            0.029389,            0.021911,           0.0087328,           0.0087328,           0.0087328
                 386,            0.035594,            0.036509,             0.02489,             0.90681,             0.41446,             0.58882,             0.35225,            0.027926,            0.029389,            0.021911,           0.0087295,           0.0087295,           0.0087295
                 387,            0.034366,            0.033262,            0.025747,             0.87566,             0.40408,             0.56144,             0.35516,            0.032257,            0.029108,             0.02182,           0.0087262,           0.0087262,           0.0087262
                 388,            0.043927,            0.036787,            0.022733,             0.87566,             0.40408,             0.56144,             0.35516,            0.032257,            0.029108,             0.02182,           0.0087229,           0.0087229,           0.0087229
                 389,            0.035643,            0.038746,            0.021082,             0.85612,             0.41401,             0.56011,             0.31823,            0.032019,            0.029752,            0.021745,           0.0087196,           0.0087196,           0.0087196
                 390,            0.038233,             0.04103,             0.02726,             0.85612,             0.41401,             0.56011,             0.31823,            0.032019,            0.029752,            0.021745,           0.0087163,           0.0087163,           0.0087163
                 391,            0.036471,            0.033132,            0.024427,             0.88563,             0.40725,             0.56699,             0.33602,            0.030403,             0.02972,            0.021769,            0.008713,            0.008713,            0.008713
                 392,            0.032367,             0.03065,             0.02473,             0.88563,             0.40725,             0.56699,             0.33602,            0.030403,             0.02972,            0.021769,           0.0087097,           0.0087097,           0.0087097
                 393,            0.032078,            0.041414,            0.021183,             0.85479,             0.41048,             0.55855,              0.3642,            0.028587,            0.029466,            0.021657,           0.0087064,           0.0087064,           0.0087064
                 394,            0.032792,            0.032242,            0.025593,             0.85479,             0.41048,             0.55855,              0.3642,            0.028587,            0.029466,            0.021657,           0.0087031,           0.0087031,           0.0087031
                 395,            0.035448,            0.035708,            0.025907,             0.92084,             0.40288,             0.59817,             0.37517,            0.028254,            0.028522,            0.021278,           0.0086998,           0.0086998,           0.0086998
                 396,            0.033071,            0.039908,            0.023088,             0.92084,             0.40288,             0.59817,             0.37517,            0.028254,            0.028522,            0.021278,           0.0086965,           0.0086965,           0.0086965
                 397,            0.031579,            0.027389,            0.020869,             0.73294,             0.45501,             0.55812,             0.33961,            0.031968,            0.030173,            0.021409,           0.0086932,           0.0086932,           0.0086932
                 398,            0.035423,            0.032591,            0.022891,             0.73294,             0.45501,             0.55812,             0.33961,            0.031968,            0.030173,            0.021409,           0.0086899,           0.0086899,           0.0086899
                 399,            0.037172,            0.032556,            0.023726,             0.81737,             0.45047,             0.58124,             0.35987,            0.029798,            0.029643,            0.021066,           0.0086866,           0.0086866,           0.0086866
                 400,            0.040051,            0.036859,            0.022395,             0.81737,             0.45047,             0.58124,             0.35987,            0.029798,            0.029643,            0.021066,           0.0086833,           0.0086833,           0.0086833
                 401,            0.041294,            0.035086,            0.021333,             0.91184,             0.39237,             0.57929,              0.2941,            0.034432,            0.031326,            0.020727,             0.00868,             0.00868,             0.00868
                 402,            0.041779,            0.031789,            0.022582,             0.91184,             0.39237,             0.57929,              0.2941,            0.034432,            0.031326,            0.020727,           0.0086767,           0.0086767,           0.0086767
                 403,            0.040905,            0.041514,            0.024512,             0.92838,              0.4038,             0.61618,             0.38873,             0.02744,            0.029269,            0.020756,           0.0086734,           0.0086734,           0.0086734
